"Cursos","Total Repitencias"
"TÉCNICAS DE DIAGNÓSTICO VETERINARIO II","4"
"TECNICAS DE EVALUACION DE LA PERSONALIDAD","4"
"TÉCNICAS DE INVESTIGACIÓN CUALITATIVA","6"
"TÉCNICAS DE INVESTIGACIÓN CUANTITATIVA","8"
"TÉCNICAS DE INVESTIGACIÓN SOCIOLÓGICA","3"
"TÉCNICAS DE INVESTIGACIÓN SOCIOLÓGICA I","3"
"TÉCNICAS DE LOGEO","1"
"TÉCNICAS DE MODELAMIENTO","3"
"TÉCNICAS DE MUESTREO","1"
"TÉCNICAS DE NEGOCIACIONES INTERNACIONALES","1"
"TECNICAS DE OBSERVACION Y ENTREVISTA","2"
"TÉCNICAS MULTIVARIANTES","1"
"TECNICAS PROYECTIVAS","1"
"TÉCNICAS PSICOLÓGICAS DE INTERVENCIÓN COGNITIVO CONDUCTUAL","1"
"TÉCNICAS Y MÉTODOS DE INVESTIGACIÓN ANTROPOLÓGICA I","7"
"TÉCNICAS Y MÉTODOS DE INVESTIGACIÓN ANTROPOLÓGICA II","8"
"TECNOLOGIA AGROINDUSTRIAL II","1"
"TECNOLOGÍA AGROINDUSTRIAL II","3"
"TECNOLOGÍA APLICADA A LA INFORMACIÓN Y COMUNICACIÓN","5"
"TECNOLOGIA DE CONCRETO","9"
"TECNOLOGIA DE LA INFORMACION I","2"
"TECNOLOGIA DE LA INFORMACION II","8"
"TECNOLOGÍA DE LA INFORMACIÓN IV","1"
"TECNOLOGÍA DE LOS MATERIALES","2"
"TECNOLOGÍA ENZIMÁTICA","1"
"TECNOLOGÍA POST-COSECHA","2"
"TECNOLOGÍA Y TALLER DE RESTAURACIÓN IX: PIEDRA","1"
"TECNOLOGÍA Y TALLER DE RESTAURACIÓN VI: ESCULTURA POLICROMADA Y DORADA","1"
"TECNOLOGÍA Y TALLER DE RESTAURACIÓN VII: ORFEBRERÍA Y METALISTERÍA","2"
"TECNOLOGÍA Y TALLER DE RESTAURACIÓN VIII: PAPEL","2"
"TECNOLOGÍA, INSPECCIÓN E HIGIENE DE ALIMENTOS","7"
"TECNOLOGÍAS DE LA INFORMACIÓN","2"
"TECTÓNICA","1"
"TEJIDO PLANO Y DE PUNTO","1"
"TELEDETECCIÓN","1"
"TELEDETECCIÓN APLICADA A GEOLOGIA I","7"
"TELEDETECCION Y PROCESAMIENTO DE IMÁGENES","1"
"TELEDETECCIÓN Y PROCESAMIENTO DE IMÁGENES","11"
"TELEPROCESO Y SISTEMAS DISTRIBUIDOS","2"
"TEMAS DE ECOLOGÍA Y CONSERVACIÓN AMBIENTAL","2"
"TEMAS DE HISTORIA","2"
"TEMAS DE LINGÜÍSTICA APLICADA","1"
"TEMAS DE SERVICIOS E INNOVACIÓN EN TELECOMUNICACIONES Y TIC","2"
"TEMAS EN ANTROPOLOGÍA","1"
"TEMAS EN ANTROPOLOGIA I","1"
"TEMAS EN ANTROPOLOGIA II","7"
"TENDENCIAS DE ARQUITECTURA DE SOFTWARE","2"
"TENDENCIAS EN GESTION EMPRESARIAL","1"
"TENDENCIAS EN INGENIERÍA DE SOFTWARE","3"
"TENDENCIAS EN INGENIERÍA DE SOFTWARE Y GESTIÓN","1"
"TENDENCIAS EN SISTEMAS DE INFORMACIÓN","5"
"TENDENCIAS INNOVADORAS EN LA ENSEÑANZA DE LA MATEMÁTICA","2"
"TEORÍA ANTROPOLÓGICA I","2"
"TEORÍA ANTROPOLÓGICA II","1"
"TEORÍA ANTROPOLÓGICA III","3"
"TEORÍA ARQUEOLÓGICA I","3"
"TEORÍA ARQUEOLÓGICA II","5"
"TEORIA DE CAMPOS ELECTROMAGNETICOS","10"
"TEORIA DE CAMPOS ELECTROMAGNÉTICOS","10"
"TEORÍA DE CAMPOS ELECTROMAGNÉTICOS","4"
"TEORÍA DE CAMPOS ELECTROMAGNÉTICOS.","3"
"TEORÍA DE CAPA LIMITE","19"
"TEORÍA DE DECISIONES","1"
"TEORÍA DE GRAFOS","1"
"TEORIA DE GRAFOS Y PROGRAMACION ENTERA","1"
"TEORÍA DE LA ACCIÓN","2"
"TEORIA DE LA CIENCIA","1"
"TEORÍA DE LA FICCIÓN","5"
"TEORÍA DE LA HISTORIA","7"
"TEORÍA DE LA INFORMACIÓN","1"
"TEORÍA DE LA PERSONALIDAD","3"
"TEORIA DE LAS DECISIONES Y ESTRATEGIA POLITICA","10"
"TEORIA DE LAS ORGANIZACIONES","1"
"TEORIA DE LOS REGIMENES POLÍTICOS","1"
"TEORIA DEL ARTE","4"
"TEORÍA DEL BIENESTAR SOCIAL","1"
"TEORÍA DEL COMERCIO INTERNACIONAL","7"
"TEORIA DEL CONOCIMIENTO","2"
"TEORÍA DEL DESARROLLO SOCIAL","2"
"TEORIA DEL ESTADO","17"
"TEORIA DEL GOBIERNO","2"
"TEORIA DEL PODER POLITICO","1"
"TEORIA DEL PODER POLÍTICO","6"
"TEORÍA E HISTORIA DE LA RESTAURACIÓN I","9"
"TEORÍA FUENTES DE LA HISTORIA","1"
"TEORÍA GENERAL DE SISTEMAS","7"
"TEORÍA GENERAL DEL PROCESO","16"
"TEORÍA LITERARIA","6"
"TEORIA LITERARIA I","20"
"TEORIA LITERARIA II","18"
"TEORIA LITERARIA III","3"
"TEORIA POLITICA CONTEMPORÁNEA","11"
"TEORIA POLITICA MODERNA","2"
"TEORIA SOCIAL","2"
"TEORÍA SOCIAL","34"
"TEORÍA SOCIAL I","2"
"TEORÍA SOCIAL II","12"
"TEORÍA SOCIOLÓGICA I","10"
"TEORÍA SOCIOLÓGICA II","8"
"TEORÍA SOCIOLÓGICA III","9"
"TEORÍA SOCIOLÓGICA IV","8"
"TEORÍA Y DISEÑO CURRICULAR","6"
"TEORÍA Y MÉTODO DE LA GEOGRAFÍA I","9"
"TEORÍA Y MÉTODO DE LA GEOGRAFÍA II","4"
"TEORÍA Y MÉTODOS DE LA HISTORIA DEL ARTE","1"
"TEORÍA Y PENSAMIENTO ANTROPOLÓGICO II","20"
"TEORÍA Y PESAMIENTO ANTROPOLÓGICO I","20"
"TEORÍA Y PRÁCTICA DE LA COMUNICACIÓN","2"
"TEORIA Y TECNICAS DE INTERVENCION COGNITIVA CONDUCTUAL","3"
"TEORIA Y TECNICAS DE INTERVENCION PSICODINÁMICA","2"
"TEORÍA, ANÁLISIS Y DISEÑO DE SISTEMAS","2"
"TEORIAS DE LA COMUNICACION","3"
"TEORÍAS DE LA DISTRIBUCIÓN Y DE LA DESIGUALDAD","9"
"TEORÍAS DEL APRENDIZAJE HUMANO","3"
"TEORÍAS DEL DESARROLLO","6"
"TEORÍAS DEL DESARROLLO Y EL BUEN VIVIR","6"
"TEORIAS LINGÜÍSTICAS","3"
"TERAPIAS ALTERNATIVAS","3"
"TERIOGENOLOGÍA","4"
"TÉRMINOS DE COMERCIO INTERNACIONAL Y DOCUMENTACIÓN","3"
"TERMODINAMICA","8"
"TERMODINÁMICA","69"
"TERMODINAMICA B","1"
"TERMODINÁMICA EN INGENIERÍA QUÍMICA","4"
"TERMODINÁMICA I","8"
"TERMODINAMICA II","2"
"TERMODINÁMICA II","28"
"TERMODINÁMICA METALÚRGICA","2"
"TESIS","7"
"TESIS EN INGENIERIA METALURGICA","3"
"TESIS EN INGENIERIA METALURGICA II","1"
"TESIS EN INGENIERIA QUIMICA","11"
"TESIS EN INGENIERÍA QUÍMICA I","1"
"TESIS EN INGENIERÍA QUÍMICA II","3"
"TESIS I","29"
"TESIS II","31"
"TIC APLICADAS AL NIVEL DE INICIAL","1"
"TICS PARA LA GESTIÓN","6"
"TINTORERÍA","3"
"TOMOGRAFÍA COMPUTADA","5"
"TOPICOS AVANZADOS I","3"
"TOPICOS AVANZADOS II","2"
"TÓPICOS DE ECONOMÍA INTERNACIONAL","1"
"TÓPICOS DE INGENIERÍA DE MINAS","1"
"TOPICOS DE INVESTIGACION DE OPERACIONES","1"
"TÓPICOS DE MICROECONOMÍA","1"
"TÓPICOS EN HIDROBIOLOGÍA Y PESQUERÍA","2"
"TÓPICOS EN ZOOLOGÍA","1"
"TOPICOS ESP.DE PROGRAMACION ENTERA Y GRAFOS","3"
"TOPOGRAFÍA","7"
"TOPOGRAFÍA APLICADA","1"
"TOPOGRAFIA APLICADA A LA INGENIERÍA CIVIL II","4"
"TOPOGRAFIA GENERAL","1"
"TOPOGRAFÍA GENERAL Y APLICADA A LA MINERÍA","7"
"TOPOLOGÍA GENERAL","4"
"TOURISM MANAGEMENT IN GOVERNMENTAL ORGANIZATIONS","5"
"TOURIST DESTINATION MARKETING","1"
"TOXICOLOGÍA ALIMENTARIA","3"
"TOXICOLOGIA BIOQUÍMICA","3"
"TOXICOLOGÍA BIOQUÍMICA","1"
"TOXICOLOGIA DE ALIMENTOS","1"
"TOXICOLOGÍA DE ALIMENTOS","20"
"TOXICOLOGÍA LABORAL","1"
"TOXICOLOGÍA VETERINARIA","2"
"TRABAJO DE INVESTIGACIÓN I","12"
"TRABAJO DE INVESTIGACION II","1"
"TRABAJO DE INVESTIGACIÓN II","7"
"TRABAJO SOCIAL CON FAMILIAS","8"
"TRANSFERENCIA DE MASA I","2"
"TRANSFERENCIA DE MASA II","2"
"TRANSFERENCIA GENÉTICA HORIZONTAL","1"
"TRANSMISION DE CALOR","1"
"TRANSMISIÓN DE DATOS","4"
"TRANSPORTE DE CARGA INTERNACIONAL Y SEGUROS","1"
"TRATAMIENTO DE AGUAS INDUSTRIALES","3"
"TRATAMIENTO DE AGUAS Y EFLUENTES","1"
"TRATAMIENTOS TÉRMICOS","5"
"TRIBUTACION APLICADA","25"
"TRIBUTACIÓN GENERAL","1"
"TRIBUTACION INTERNACIONAL I","2"
"TRIBUTACION INTERNACIONAL II","7"
"TRIBUTACIÓN MUNICIPAL Y REGIONAL","1"
"TRIBUTACION SECTORIAL","1"
"TRIBUTACIÓN SECTORIAL","3"
"TURBOMAQUINAS","5"
"TURBOMAQUINAS II","1"
"TURISMO SOCIAL","1"
"TUTORIA Y ORIENTACION EDUCACIONAL","5"
"ULTRASONOGRAFÍA","1"
"UNIDADES DE CONSERVACIÓN","2"
"UROANALISIS Y FLUIDOS BIOLÓGICOS","2"
"USO DEL LENGUAJE","1"
"USO Y MANEJO DE ANIMALES DE LABORATORIO","2"
"VALORACIÓN ADUANERA Y NOMENCLATURA (E)","1"
"VALORACIÓN NUTRICIONAL Y COMPOSICIÓN CORPORAL","2"
"VALUACION Y TARIFACION DE ENERGIA  ELECTRICA","4"
"VALUACION Y TARIFICACION DE ENERGIA ELECTRICA","1"
"VARIABLE COMPLEJA","69"
"VENTAS EN EMPRESAS  TURÍSTICAS","2"
"VENTAS EN EMPRESAS TURISTICAS","1"
"VENTILACIÓN DE MINAS","3"
"VERTEBRADOS AMNIOTAS","4"
"VIGILANCIA EPIDEMIOLÓGICA Y CONTROL DE BROTES","1"
"VIROLOGÍA","1"
"VIROLOGIA VETERINARIA","6"
"VISIÓN HISTORICA DEL PERÚ","1"
"VISIÓN HISTÓRICA DEL PERÚ","3"
"VISIÓN PARA EL DESARROLLO","1"
"VOLEIBOL I","1"
"VOLEIBOL II","1"
"VOLEIBOL Y SU DIDÁCTICA","6"
"YACIMIENTOS DE MINERALES NO METÁLICOS","1"
"YACIMIENTOS MINERALES METÁLICOS","2"
"ZOOLOGÍA GENERAL","3"
"ZOONOSIS PARASITARIA","1"
"ZOONOSIS PARASITARIAS","1"
"ZOONOSIS Y EDUCACIÓN SANITARIA","1"
"ZOOTECNIA","13"
"ZOOTECNIA GENERAL","2"
